count,cover_percent,index_1,index_2,index_3,index_4,index_5
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gQ4IeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0BeBt?AewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@AhQ4BtDeglBeR4BtCeglywQ4i0Rphlwwzhg0RpJeAg?HAhi0DeglBeBtg0Q4CeglxwgWBeR4RpAeglwwhHxSQ4RpJe?AgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@Dhi0AeglBeBtAeQ4Aeg0AeglywBtR4RphlwwzhQ4Rp?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhilywR4Atwhgli0wwR4BtwhCeg0CeAt?AewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@DhQ4DeAtg0glBeR4RpBtg0glywQ4RpAth0hlwwzhJe?AgHDhQ4DeilBeR4Rpg0glBtxwgWQ4Rpg0glAeglAtwwhHhW?JeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH,v115@ChQ4BtDeglBeR4BtAeRpglywQ4i0Rphlwwzhg0JeAg?HChi0DeglBeBtg0Q4AeRpglxwgWBeR4RpAeglwwhHxSQ4Je?AgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH,v115@5gi0Ieg0CeglBeBtAeQ4AeRpglywBtR4RphlwwzhQ4?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@7gh0Heg0AeglBeBtAeQ4Aeg0AeglywBtR4Rphlwwzh?Q4RpJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gQ4CewhEeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0?BeBtKeAgH,v115@DhQ4DeAtg0glBeR4RpBtg0glywQ4RpAth0hlwwzhJe?AgHDhQ4DeilBeR4Rpg0glBtxwgWQ4Rpg0glAeglAtwwhHhW?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gQ4CewhEeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0?BeBtKeAgH,v115@/ghlDeQ4DeglBeBtR4Rpg0glywBtQ4Rpi0wwzhJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@7gh0Heg0AeglBeBtAeQ4Aeg0AeglywBtR4Rphlwwzh?Q4RpJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gRpBewhEeRpBewhilywR4Atwhgli0wwR4BtwhCeg0?CeAtKeAgH,v115@DhQ4DeAtg0glBeR4RpBtg0glywQ4RpAth0hlwwzhJe?AgHDhQ4DeilBeR4Rpg0glBtxwgWQ4Rpg0glAeglAtwwhHhW?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@Ehi0glBeBtAeQ4Beg0glywBtR4RphlwwzhQ4RpJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@zgi0Ieg0IeglBeBtAeQ4AeRpglywBtR4RphlwwzhQ4?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@0gh0Heg0Ieg0glBeBtAeQ4AeRpglywBtR4Rphlwwzh?Q4JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gQ4CewhEeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0?BeBtKeAgH,v115@AhQ4BtDeglBeR4BtCeglywQ4i0Rphlwwzhg0RpJeAg?HAhi0DeglBeBtg0Q4CeglxwgWBeR4RpAeglwwhHxSQ4RpJe?AgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH,v115@6gg0Iei0BeglBeBtAeQ4AeRpglywBtR4RphlwwzhQ4?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@7gglGeilAezhywR4Ati0RpwwR4BtBeg0RpCeAtKeAg?H,v115@9gwhFeBtAewhglRpQ4ywBtwhglRpR4wwi0whhlBeQ4?Ceg0JeAgH,v115@DhQ4DeAtg0glBeR4RpBtg0glywQ4RpAth0hlwwzhJe?AgHDhQ4DeilBeR4Rpg0glBtxwgWQ4Rpg0glAeglAtwwhHhW?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@0gh0Heg0Ieg0glBeBtAeQ4AeRpglywBtR4Rphlwwzh?Q4JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@Dhi0AeglBeBtAeQ4Aeg0AeglywBtR4RphlwwzhQ4Rp?JeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@AhQ4BtDeglBeR4BtCeglywQ4i0Rphlwwzhg0RpJeAg?HAhi0DeglBeBtg0Q4CeglxwgWBeR4RpAeglwwhHxSQ4RpJe?AgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@7gglGeilAezhywR4Ati0RpwwR4BtBeg0RpCeAtKeAg?H,v115@AhwhCeBtAeglRpwhQ4ywBtglRpwhR4wwi0hlAewhAe?Q4Ceg0JeAgH,v115@DhQ4DeAtg0glBeR4RpBtg0glywQ4RpAth0hlwwzhJe?AgHDhQ4DeilBeR4Rpg0glBtxwgWQ4Rpg0glAeglAtwwhHhW?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gQ4CewhEeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0?BeBtKeAgH,v115@9ghlDeQ4DeglDeR4Rpg0glBtywQ4Rpi0BtwwzhJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH,v115@/ghlDeQ4DeglBeBtR4Rpg0glywBtQ4Rpi0wwzhJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@7gh0Heg0AeglBeBtAeQ4Aeg0AeglywBtR4Rphlwwzh?Q4RpJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@5gRpBewhEeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4?CeglMeAgH,v115@0gg0Ieg0Heh0glBeBtAeQ4AeRpglywBtR4Rphlwwzh?Q4JeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@9ghlDeQ4DeglBeBtR4Beg0glywBtQ4Rpi0wwzhRpJe?AgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@9ghlDeQ4DeglDeR4Rpg0glBtywQ4Rpi0BtwwzhJeAg?H
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@3gg0Iei0CeglBeBtAeQ4CeglywBtR4RphlwwzhQ4Rp?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@Chi0BeglBeBtAeQ4g0BeglywBtR4RphlwwzhQ4RpJe?AgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@5gRpBewhEeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4?CeglMeAgH,v115@Dhi0AeglBeBtAeQ4Aeg0AeglywBtR4RphlwwzhQ4Rp?JeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@4gg0Iei0BeglBeBtAeQ4CeglywBtR4RphlwwzhQ4Rp?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@Dhi0AeglBeBtAeQ4Aeg0AeglywBtR4RphlwwzhQ4Rp?JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gQ4IeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0BeBt?AewhJeAgH,v115@2gBtHeQ4BtDeglBeR4EeglywQ4i0Rphlwwzhg0RpJe?AgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gQ4IeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0BeBt?AewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@9ghlDeQ4DeglDeR4Rpg0glBtywQ4Rpi0BtwwzhJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@0gh0Heg0Ieg0glBeBtAeQ4AeRpglywBtR4Rphlwwzh?Q4JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@4gRpHeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4Cegl?CewhJeAgH,v115@zgh0Heg0Ieg0AeglBeBtAeQ4AeRpglywBtR4Rphlww?zhQ4JeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@ChhlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4Cei0?AewhJeAgH,v115@5gRpBewhEeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4?CeglMeAgH,v115@7gh0Heg0AeglBeBtAeQ4Aeg0AeglywBtR4Rphlwwzh?Q4RpJeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@4gh0Heg0DeglBeBtg0Q4CeglywBtR4RphlwwzhQ4Rp?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@9gwhCeBtDewhQ4ywBtglRpwhR4wwi0glRpwhAeQ4Ce?g0hlKeAgH,v115@7gglGeilAezhywR4Ati0RpwwR4BtBeg0RpCeAtKeAg?H,v115@ChQ4BtDeglBeR4BtAeRpglywQ4i0Rphlwwzhg0JeAg?HChi0DeglBeBtg0Q4AeRpglxwgWBeR4RpAeglwwhHxSQ4Je?AgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@4gQ4IeR4BewhilywQ4Rpwhgli0wwBtRpwhCeg0BeBt?AewhJeAgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@9ghlDeQ4DeglBeBtR4Beg0glywBtQ4Rpi0wwzhRpJe?AgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@7gglGeilAezhywR4Ati0RpwwR4BtBeg0RpCeAtKeAg?H,v115@DhBtAewhglRpQ4ywBtwhglRpR4wwi0whhlBeQ4Ceg0?whJeAgH,v115@9ghlDeQ4DeglBeBtR4Beg0glywBtQ4Rpi0wwzhRpJe?AgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@AhRpBeAtBeglBeRpAeBtBeglywR4Ati0hlwwR4zhg0?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@3gi0Ieg0CeglBeBtAeQ4CeglywBtR4RphlwwzhQ4Rp?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@1gi0Ieg0EeglBeBtAeQ4CeglywBtR4RphlwwzhQ4Rp?JeAgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@AhwhCeBtAeRpg0whQ4ywBtRpg0whR4wwilAeh0whAe?Q4AeglLeAgH,v115@9ghlDeQ4DeglDeR4Rpg0glBtywQ4Rpi0BtwwzhJeAg?H
5,100.00%,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@AhBtDewhQ4ywBti0whR4wwRpilg0whAeQ4AeRpglCe?whJeAgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@2gBtHeQ4BtDeglBeR4EeglywQ4i0Rphlwwzhg0RpJe?AgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gRpBewhEeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4?CeglMeAgH,v115@Ehi0glBeBtAeQ4Beg0glywBtR4RphlwwzhQ4RpJeAg?H
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@2gg0Iei0DeQ4ywzhRpR4wwilBtRpAeQ4AeglCeBtKe?AgH,v115@5gg0Iei0AezhywR4AtilRpwwR4BtglBeRpCeAtKeAg?H,v115@2gBtHeQ4BtDeglBeR4EeglywQ4i0Rphlwwzhg0RpJe?AgH,v115@ChRpBeAtg0DeRpAeBti0ywR4AtglzhwwR4ilJeAgHC?hRpBewhglDeRpAeg0whglBtxwglAtQ4g0wSAPglBtwwBtg0?glwSJeAgH
5,100.00%,v115@Ahi0DeQ4ywAtg0zhR4wwBtilRpAeQ4AeAtAeglBeRp?JeAgH,v115@4gglGeilDeQ4ywzhRpR4wwi0BtRpAeQ4Ceg0AeBtKe?AgH,v115@9gwhEehlBewhQ4BtywglRpwhR4Btwwg0glRpwhAeQ4?Cei0KeAgH,v115@5gRpBewhEeRpBewhQ4Btywi0whR4Btwwilg0whAeQ4?CeglMeAgH,v115@Dhi0AeglBeBtAeQ4Aeg0AeglywBtR4RphlwwzhQ4Rp?JeAgH
